ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5007066,M,Y,Y,0,73806.67,Commercial associate,Incomplete higher,Single / not married,House / apartment,-13367,-4466,1,1,1,0,Managers,1
5007067,F,N,Y,3,27128.44,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12778,-788,1,0,1,0,High skill tech staff,4
5007068,M,Y,N,1,67465.65,Working,Secondary / secondary special,Married,Rented apartment,-12001,-831,1,0,1,0,Core staff,2
5007069,M,N,Y,0,104934.36,Working,Secondary / secondary special,Married,House / apartment,-24324,-3359,1,0,0,0,Core staff,1
5007070,M,N,N,0,45721.84,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-22666,-3263,1,0,0,0,Drivers,1
5007071,M,Y,Y,1,112350.26,Working,Secondary / secondary special,Single / not married,House / apartment,-8995,-3496,1,0,0,0,Sales staff,3
5007072,F,N,Y,2,64812.41,Pensioner,Higher education,Single / not married,House / apartment,-22279,365243,1,1,0,0,Laborers,4
5007073,M,Y,N,0,61556.08,Working,Higher education,Married,Municipal apartment,-10045,-7213,1,0,0,0,Managers,2
5007074,F,N,Y,1,71753.1,Working,Incomplete higher,Married,House / apartment,-9007,-5881,1,0,0,0,Medicine staff,3
5007075,M,N,N,0,100605.26,Working,Secondary / secondary special,Married,House / apartment,-18730,-405,1,1,1,0,Core staff,1
5007076,F,Y,Y,2,44152.27,Pensioner,Higher education,Single / not married,House / apartment,-25531,365243,1,0,0,0,Core staff,4
5007077,F,Y,Y,1,73115.87,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9404,-3224,1,0,1,0,Laborers,2
5007078,F,Y,N,1,38523.95,Working,Secondary / secondary special,Single / not married,House / apartment,-16949,-3555,1,0,0,0,Laborers,2
5007079,F,Y,N,0,58058.08,Commercial associate,Secondary / secondary special,Married,House / apartment,-21354,-5839,1,1,1,0,Laborers,1
5007080,M,N,N,0,87354.02,Working,Higher education,Married,Rented apartment,-8815,-2124,1,0,0,0,Managers,2
5007081,F,N,N,1,45199.53,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-11898,-2143,1,0,0,0,Sales staff,2
5007082,M,Y,N,0,58625.09,Working,Academic degree,Single / not married,House / apartment,-15153,-6978,1,0,0,0,Sales staff,2
5007083,F,Y,Y,0,82284.99,Working,Secondary / secondary special,Civil marriage,With parents,-12517,-7286,1,0,0,0,High skill tech staff,2
5007084,F,Y,Y,0,60908.41,Working,Secondary / secondary special,Married,House / apartment,-24069,-2289,1,0,0,0,nan,2
5007085,M,Y,Y,1,39495.78,Working,Secondary / secondary special,Married,With parents,-23297,-5091,1,0,0,0,nan,2
5007086,F,N,Y,1,107878.55,Working,Secondary / secondary special,Married,House / apartment,-19953,-6884,1,0,1,0,Laborers,3
5007087,F,Y,Y,1,126896.55,Working,Secondary / secondary special,Married,With parents,-6924,-3090,1,0,1,0,Drivers,2
5007088,M,N,N,0,77386.69,Working,Secondary / secondary special,Married,House / apartment,-17913,-6221,1,0,1,1,Sales staff,2
5007089,M,Y,Y,1,30067.34,State servant,Secondary / secondary special,Married,House / apartment,-21488,-6164,1,0,1,0,Laborers,3
5007090,M,Y,N,0,73593.31,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-19386,-2783,1,0,1,0,Managers,2
5007091,F,N,Y,2,87206.45,State servant,Higher education,Single / not married,House / apartment,-17372,-1073,1,0,0,0,Core staff,4
5007092,F,N,Y,0,24022.99,Working,Secondary / secondary special,Married,With parents,-10080,-3735,1,1,0,0,Managers,2
5007093,M,N,N,0,83820.38,Working,Secondary / secondary special,Widow,House / apartment,-11788,-3132,1,0,1,0,Sales staff,2
5007094,M,N,Y,0,87520.63,Commercial associate,Higher education,Married,House / apartment,-22856,-1359,1,1,1,0,Core staff,2
5007095,F,N,Y,2,101549.54,Commercial associate,Secondary / secondary special,Married,House / apartment,-13412,-356,1,0,1,0,Sales staff,3
5007096,F,Y,Y,0,46996.08,Working,Incomplete higher,Widow,Municipal apartment,-17372,-71,1,0,0,0,Accountants,2
5007097,M,N,N,0,99052.68,Commercial associate,Higher education,Married,Rented apartment,-23788,-6492,1,1,0,0,Medicine staff,2
5007098,M,N,Y,0,77847.18,Commercial associate,Secondary / secondary special,Married,House / apartment,-22971,-1458,1,0,1,0,Core staff,1
5007099,F,Y,Y,0,45091.36,Pensioner,Higher education,Civil marriage,With parents,-9850,365243,1,1,0,0,Drivers,2
5007100,M,N,N,2,84084.39,Commercial associate,Incomplete higher,Married,House / apartment,-23113,-3128,1,0,1,1,Medicine staff,3
5007101,M,Y,Y,1,62909.71,State servant,Higher education,Single / not married,Municipal apartment,-10740,-5005,1,0,0,0,Accountants,2
5007102,F,Y,N,1,30224.95,State servant,Secondary / secondary special,Separated,House / apartment,-16471,-6679,1,1,0,0,Core staff,3
5007103,F,N,Y,0,29339.96,Working,Academic degree,Married,House / apartment,-7245,-2302,1,0,1,1,Laborers,1
5007104,M,N,Y,0,37130.46,Working,Secondary / secondary special,Married,House / apartment,-6645,-4873,1,1,0,0,Drivers,1
5007105,M,N,N,2,69973.1,Working,Secondary / secondary special,Married,With parents,-9956,-708,1,0,1,0,Laborers,3
5007106,M,Y,N,1,30715.44,Working,Secondary / secondary special,Married,House / apartment,-17021,-2604,1,0,1,0,Accountants,2
5007107,M,N,N,2,79012.58,Working,Secondary / secondary special,Married,House / apartment,-23276,-4277,1,0,1,0,Sales staff,3
5007108,F,N,N,1,100845.39,Working,Incomplete higher,Married,House / apartment,-13000,-5867,1,0,0,0,High skill tech staff,2
5007109,M,Y,Y,0,78833.04,Working,Higher education,Civil marriage,House / apartment,-22190,-2673,1,0,0,0,Laborers,2
5007110,F,N,Y,0,73926.57,Commercial associate,Higher education,Married,House / apartment,-13309,-1290,1,0,1,0,Laborers,1
5007111,F,N,Y,0,77739.5,Working,Secondary / secondary special,Married,House / apartment,-19601,-224,1,0,0,0,Core staff,2
5007112,M,N,N,1,90759.49,Working,Incomplete higher,Separated,Municipal apartment,-13076,-1116,1,0,0,0,High skill tech staff,2
5007113,M,Y,N,0,44298.31,Working,Secondary / secondary special,Single / not married,House / apartment,-19105,-6241,1,0,0,0,Core staff,2
5007114,F,Y,N,1,33103.12,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23635,365243,1,0,1,0,nan,3
5007115,F,N,Y,0,22095.82,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22698,365243,1,0,0,1,Laborers,1
5007116,F,N,Y,0,55758.79,Working,Secondary / secondary special,Married,House / apartment,-20630,-936,1,0,0,1,Drivers,1
5007117,M,N,N,0,20305.75,State servant,Secondary / secondary special,Single / not married,House / apartment,-19661,-2358,1,1,0,0,Accountants,2
5007118,F,Y,N,0,47271.78,Working,Incomplete higher,Married,House / apartment,-11300,-6191,1,0,1,1,Managers,1
5007119,F,N,N,0,21704.29,Pensioner,Secondary / secondary special,Married,House / apartment,-14696,365243,1,0,1,0,Laborers,1
5007120,F,N,N,0,40048.39,Working,Lower secondary,Married,House / apartment,-12197,-5935,1,0,0,0,nan,1
5007121,M,Y,Y,1,34274.53,Working,Secondary / secondary special,Married,House / apartment,-6854,-3240,1,1,0,0,Drivers,2
5007122,F,N,Y,1,20725.39,Working,Secondary / secondary special,Married,House / apartment,-15058,-2519,1,0,0,1,nan,2
5007123,F,N,Y,3,36524.89,Working,Secondary / secondary special,Married,House / apartment,-9471,-1593,1,0,0,0,Core staff,5
5007124,M,Y,Y,2,28295.97,Pensioner,Incomplete higher,Married,House / apartment,-6708,365243,1,0,1,0,Sales staff,4
5007125,F,Y,Y,0,98962.56,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,-16167,-2260,1,0,1,0,Sales staff,2
5007126,M,N,Y,1,36736.17,Working,Secondary / secondary special,Single / not married,House / apartment,-18708,-583,1,1,0,0,High skill tech staff,3
5007127,M,N,Y,0,33477.0,Working,Secondary / secondary special,Married,Municipal apartment,-20816,-6537,1,0,1,0,Managers,2
5007128,M,N,N,0,37272.56,Working,Higher education,Widow,House / apartment,-24696,-4404,1,0,0,0,Core staff,2
5007129,F,Y,N,2,81973.17,Working,Secondary / secondary special,Separated,House / apartment,-15517,-3180,1,1,0,0,Laborers,3
5007130,M,Y,N,1,46557.0,State servant,Secondary / secondary special,Married,House / apartment,-11398,-586,1,0,0,0,Sales staff,2
5007131,F,N,Y,1,72035.31,Working,Higher education,Single / not married,Municipal apartment,-24434,-6971,1,1,1,0,nan,3
5007132,F,N,Y,1,24472.28,Working,Secondary / secondary special,Civil marriage,House / apartment,-16030,-4596,1,0,0,0,Managers,3
5007133,M,Y,Y,0,23367.73,State servant,Secondary / secondary special,Married,House / apartment,-21774,-77,1,1,1,0,Laborers,1
5007134,F,N,N,0,42468.6,Working,Higher education,Married,House / apartment,-13856,-5700,1,0,1,0,High skill tech staff,1
5007135,F,Y,Y,2,132298.35,Working,Higher education,Married,Office apartment,-24922,-511,1,0,0,0,High skill tech staff,3
5007136,F,Y,Y,0,29997.42,Working,Secondary / secondary special,Married,House / apartment,-18042,-6193,1,1,1,0,Laborers,1
5007137,F,Y,N,2,60099.4,Commercial associate,Higher education,Widow,House / apartment,-18426,-3183,1,0,0,0,Drivers,4
5007138,F,Y,Y,0,67796.4,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8358,-2840,1,0,1,0,nan,2
5007139,M,N,N,0,37000.22,Working,Secondary / secondary special,Married,House / apartment,-20719,-1561,1,0,1,0,Accountants,2
5007140,F,N,Y,0,98796.41,Commercial associate,Higher education,Civil marriage,House / apartment,-20642,-2597,1,1,0,0,nan,1
5007141,M,N,Y,0,28498.2,Pensioner,Higher education,Married,With parents,-21911,365243,1,0,1,0,Laborers,1
5007142,F,N,Y,0,48535.59,Commercial associate,Higher education,Married,House / apartment,-17619,-4908,1,1,0,0,Core staff,2
5007143,M,N,N,0,108254.36,Pensioner,Secondary / secondary special,Married,House / apartment,-11955,365243,1,0,0,0,Core staff,1
5007144,F,N,N,3,48238.99,Working,Academic degree,Married,House / apartment,-6917,-7133,1,1,1,1,Medicine staff,5
5007145,F,N,Y,1,70110.15,Working,Secondary / secondary special,Married,House / apartment,-9230,-6672,1,0,0,0,Core staff,3
5007146,F,N,Y,1,60150.3,Commercial associate,Academic degree,Single / not married,House / apartment,-15574,-1395,1,1,0,0,Sales staff,3
5007147,M,N,Y,2,24503.56,Working,Secondary / secondary special,Married,House / apartment,-22112,-1523,1,0,1,0,Medicine staff,3
5007148,M,N,N,0,47069.64,Working,Secondary / secondary special,Civil marriage,House / apartment,-15294,-3124,1,0,1,0,Drivers,2
5007149,F,Y,N,2,29492.85,Working,Incomplete higher,Married,House / apartment,-21202,-736,1,0,0,0,Sales staff,4
5007150,F,N,N,1,26696.87,Pensioner,Secondary / secondary special,Married,Co-op apartment,-16365,365243,1,0,1,1,Laborers,3
5007151,M,N,Y,1,34264.65,Working,Secondary / secondary special,Civil marriage,With parents,-25512,-5137,1,0,1,0,Laborers,2
5007152,F,N,Y,0,86105.89,Working,Secondary / secondary special,Married,House / apartment,-13762,-267,1,0,0,0,Core staff,2
5007153,F,Y,Y,1,31840.42,Working,Higher education,Single / not married,House / apartment,-23207,-1477,1,0,0,0,Core staff,3
5007154,M,N,N,0,43190.07,Pensioner,Secondary / secondary special,Married,House / apartment,-17740,365243,1,0,0,0,Drivers,1
5007155,F,N,N,0,55731.33,Working,Secondary / secondary special,Married,House / apartment,-8725,-4350,1,0,0,0,Sales staff,1
5007156,F,Y,Y,1,44219.1,Working,Secondary / secondary special,Married,With parents,-12497,-1817,1,0,0,0,Drivers,3
5007157,F,N,Y,2,22652.99,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14825,365243,1,0,0,0,Core staff,3
5007158,M,Y,Y,1,34432.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-9216,365243,1,0,1,0,Medicine staff,3
5007159,F,Y,Y,0,54251.13,Working,Secondary / secondary special,Married,House / apartment,-7115,-4959,1,0,1,0,Laborers,1
5007160,F,N,N,0,58523.67,Working,Secondary / secondary special,Single / not married,With parents,-21415,-5590,1,1,0,0,Managers,1
5007161,M,N,Y,0,70572.61,Commercial associate,Higher education,Separated,House / apartment,-13607,-5750,1,0,0,0,Medicine staff,1
5007162,F,N,N,0,33821.1,State servant,Incomplete higher,Married,House / apartment,-24842,-368,1,0,1,0,Drivers,1
5007163,F,N,N,0,72788.18,Working,Secondary / secondary special,Single / not married,House / apartment,-11105,-2180,1,0,1,0,Laborers,2
5007164,F,Y,N,1,48944.92,Working,Secondary / secondary special,Separated,House / apartment,-12949,-2013,1,0,0,0,Medicine staff,3
5007165,M,Y,N,1,48366.73,Working,Higher education,Married,With parents,-22165,-6339,1,0,0,0,Core staff,3
5007166,F,Y,N,0,42947.53,Commercial associate,Incomplete higher,Married,Municipal apartment,-19512,-5371,1,1,1,0,Managers,1
5007167,F,Y,N,0,92804.82,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21260,-6190,1,0,1,0,Core staff,2
5007168,M,N,Y,0,91396.38,Working,Secondary / secondary special,Civil marriage,House / apartment,-13751,-1413,1,0,0,0,Sales staff,1
5007169,M,N,N,1,95260.21,Working,Academic degree,Married,With parents,-24678,-3093,1,1,0,0,nan,3
5007170,F,Y,N,0,68726.64,State servant,Secondary / secondary special,Married,Municipal apartment,-13655,-5721,1,1,1,0,Laborers,1
5007171,F,Y,Y,0,70203.55,Pensioner,Higher education,Single / not married,House / apartment,-20239,365243,1,1,1,0,Core staff,2
5007172,M,N,N,0,43737.18,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11414,-5020,1,1,0,0,Core staff,1
5007173,F,Y,N,0,83246.6,Pensioner,Secondary / secondary special,Married,House / apartment,-20425,365243,1,0,1,1,Drivers,1
5007174,M,N,N,0,30430.29,Working,Secondary / secondary special,Single / not married,House / apartment,-14251,-3820,1,1,1,0,High skill tech staff,1
5007175,F,N,Y,0,57116.62,Working,Higher education,Separated,Municipal apartment,-13115,-146,1,1,0,0,Managers,1
5007176,F,Y,N,0,43301.51,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11800,-3842,1,1,1,0,Managers,2
5007177,F,Y,Y,0,50443.78,Working,Secondary / secondary special,Single / not married,House / apartment,-16035,-2599,1,0,0,0,Sales staff,1
5007178,M,N,N,1,106821.08,Working,Secondary / secondary special,Separated,House / apartment,-18690,-3277,1,0,0,0,Core staff,3
5007179,F,Y,Y,0,48437.42,Working,Incomplete higher,Civil marriage,House / apartment,-14869,-3118,1,1,0,0,Managers,1
5007180,M,Y,Y,0,68446.9,State servant,Incomplete higher,Single / not married,House / apartment,-12025,-3967,1,0,0,1,Core staff,2
5007181,M,Y,Y,0,13244.47,Working,Secondary / secondary special,Separated,House / apartment,-15284,-1383,1,0,1,0,Sales staff,2
5007182,F,N,Y,0,77251.76,Working,Higher education,Civil marriage,House / apartment,-22449,-1916,1,0,0,0,Medicine staff,1
5007183,F,N,Y,0,96033.81,Commercial associate,Secondary / secondary special,Married,House / apartment,-10092,-5819,1,0,0,1,Medicine staff,1
5007184,M,Y,Y,0,54399.69,State servant,Secondary / secondary special,Married,House / apartment,-18654,-3495,1,0,0,0,Core staff,1
5007185,F,N,N,0,31855.18,State servant,Secondary / secondary special,Married,Rented apartment,-8825,-5868,1,0,0,0,Sales staff,2
5007186,F,N,N,2,46411.31,Commercial associate,Higher education,Married,With parents,-23685,-3926,1,0,0,0,Medicine staff,4
5007187,M,N,Y,0,38194.92,Working,Secondary / secondary special,Single / not married,House / apartment,-18716,-3482,1,0,1,0,nan,2
5007188,F,Y,Y,1,28453.39,Working,Secondary / secondary special,Married,With parents,-8460,-1508,1,0,0,0,nan,3
5007189,F,N,Y,1,104609.35,State servant,Secondary / secondary special,Single / not married,House / apartment,-16018,-5823,1,0,0,1,Sales staff,3
5007190,F,N,N,0,60498.58,Working,Secondary / secondary special,Separated,House / apartment,-17780,-2539,1,0,1,0,Sales staff,1
5007191,F,Y,Y,2,129128.15,Commercial associate,Incomplete higher,Married,Municipal apartment,-6630,-1621,1,0,1,0,Managers,4
5007192,F,Y,Y,1,43040.83,Working,Secondary / secondary special,Married,House / apartment,-19554,-4597,1,1,1,0,Laborers,2
5007193,M,Y,Y,0,34751.2,Working,Secondary / secondary special,Single / not married,With parents,-8394,-6350,1,0,1,0,Drivers,1
5007194,F,Y,Y,0,44659.65,Commercial associate,Secondary / secondary special,Married,House / apartment,-8757,-1884,1,0,0,1,Accountants,1
5007195,F,Y,Y,0,25879.99,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-25459,365243,1,0,1,0,Accountants,1
5007196,M,N,Y,1,15697.44,Student,Secondary / secondary special,Married,House / apartment,-15968,-280,1,1,0,0,Laborers,2
5007197,F,N,N,1,55216.85,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-7573,365243,1,0,1,0,nan,2
5007198,F,Y,N,0,92437.16,Commercial associate,Secondary / secondary special,Married,House / apartment,-12439,-1450,1,1,0,0,Managers,1
5007199,F,N,Y,0,69219.54,Commercial associate,Secondary / secondary special,Married,House / apartment,-23252,-4150,1,1,1,0,Laborers,1
5007200,M,N,N,0,15098.27,Pensioner,Secondary / secondary special,Married,House / apartment,-7066,365243,1,0,1,0,Drivers,1
5007201,M,N,Y,1,55981.41,Working,Secondary / secondary special,Single / not married,House / apartment,-14218,-1496,1,0,0,0,Core staff,3
5007202,F,N,N,0,58179.94,State servant,Higher education,Married,With parents,-14088,-1264,1,0,0,0,Core staff,1
5007203,M,Y,Y,0,92300.59,Working,Secondary / secondary special,Married,House / apartment,-6792,-3099,1,0,0,1,nan,2
5007204,F,N,N,0,100117.4,State servant,Higher education,Married,House / apartment,-20142,-4950,1,0,1,0,Laborers,1
5007205,M,N,N,1,44159.11,Pensioner,Higher education,Civil marriage,House / apartment,-11515,365243,1,1,0,0,Medicine staff,2
5007206,M,N,Y,1,19073.16,Working,Secondary / secondary special,Widow,House / apartment,-24109,-5725,1,0,1,0,nan,2
5007207,M,N,N,0,59941.31,Working,Higher education,Married,Rented apartment,-17597,-5464,1,1,0,0,Sales staff,2
5007208,M,Y,Y,0,47494.88,Working,Higher education,Single / not married,House / apartment,-6597,-2515,1,0,1,0,Sales staff,1
5007209,F,Y,N,1,76478.71,Working,Higher education,Married,House / apartment,-21144,-4514,1,0,0,0,Drivers,3
5007210,F,N,Y,1,32252.64,Working,Incomplete higher,Single / not married,House / apartment,-14838,-1408,1,0,0,0,Laborers,3
5007211,M,N,Y,0,68954.19,Commercial associate,Secondary / secondary special,Married,House / apartment,-10828,-5293,1,0,0,0,Drivers,1
5007212,M,N,Y,1,18066.72,Working,Secondary / secondary special,Single / not married,Rented apartment,-15675,-4119,1,0,1,0,Laborers,2
5007213,F,Y,Y,0,26277.62,Working,Secondary / secondary special,Married,House / apartment,-6986,-4828,1,1,1,0,Laborers,1
5007214,M,N,Y,0,34643.15,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13518,-856,1,1,1,0,Laborers,2
5007215,F,N,Y,0,38338.8,Working,Secondary / secondary special,Married,House / apartment,-17037,-402,1,0,0,0,Core staff,2
5007216,F,N,N,0,41753.54,Pensioner,Incomplete higher,Separated,House / apartment,-18994,365243,1,1,1,0,Sales staff,2
5007217,F,Y,Y,0,23277.13,Working,Secondary / secondary special,Married,With parents,-23491,-4768,1,0,0,1,Medicine staff,1
5007218,F,Y,Y,0,23877.41,Pensioner,Secondary / secondary special,Married,Municipal apartment,-17834,365243,1,0,1,0,Sales staff,2
5007219,F,N,N,1,37157.37,Working,Secondary / secondary special,Married,Municipal apartment,-20993,-4199,1,0,1,0,Sales staff,2
5007220,F,N,Y,0,83511.78,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21141,-2390,1,0,0,0,Core staff,1
5007221,M,N,Y,0,56210.98,Commercial associate,Secondary / secondary special,Married,House / apartment,-23204,-2742,1,1,1,0,nan,1
5007222,M,N,Y,0,43296.84,State servant,Higher education,Married,House / apartment,-18232,-4147,1,0,1,0,Drivers,1
5007223,M,N,Y,0,45251.53,Working,Academic degree,Civil marriage,House / apartment,-19974,-4464,1,0,0,1,Sales staff,1
5007224,F,Y,Y,0,38225.18,Working,Secondary / secondary special,Married,Municipal apartment,-21227,-3814,1,0,0,0,Core staff,1
5007225,F,Y,N,1,15175.38,Pensioner,Secondary / secondary special,Married,House / apartment,-14264,365243,1,0,0,0,Sales staff,3
5007226,F,Y,Y,0,132456.3,Working,Higher education,Married,House / apartment,-16396,-1243,1,1,1,0,High skill tech staff,1
5007227,M,Y,Y,1,53817.23,Working,Incomplete higher,Single / not married,House / apartment,-19275,-623,1,0,1,0,Core staff,3
5007228,F,N,Y,1,35746.71,Working,Incomplete higher,Single / not married,With parents,-8291,-5476,1,0,0,0,Core staff,2
5007229,M,N,Y,1,30500.27,Working,Secondary / secondary special,Single / not married,With parents,-19946,-6568,1,1,0,0,Core staff,2
5007230,M,Y,Y,1,28472.87,Working,Secondary / secondary special,Separated,House / apartment,-25452,-4674,1,0,1,0,Sales staff,3
5007231,M,N,Y,1,57932.29,Working,Secondary / secondary special,Civil marriage,House / apartment,-21910,-2475,1,0,0,1,Laborers,2
5007232,M,N,Y,1,23294.68,Working,Secondary / secondary special,Single / not married,Rented apartment,-22483,-4849,1,0,0,0,High skill tech staff,3
5007233,F,N,Y,0,58821.84,Working,Higher education,Married,House / apartment,-22059,-1291,1,0,0,0,nan,2
5007234,M,Y,N,0,82495.2,Working,Higher education,Single / not married,House / apartment,-16087,-3322,1,0,1,0,Medicine staff,2
5007235,F,N,Y,0,31821.59,Pensioner,Higher education,Widow,House / apartment,-23314,365243,1,1,0,1,High skill tech staff,1
5007236,F,Y,Y,0,32645.04,State servant,Secondary / secondary special,Married,Office apartment,-11938,-2503,1,0,0,1,Drivers,2
5007237,F,N,N,1,92904.61,Working,Higher education,Single / not married,House / apartment,-8701,-1825,1,0,1,0,Core staff,2
5007238,F,N,Y,1,19145.96,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18667,365243,1,0,1,0,Laborers,3
5007239,M,Y,N,0,45425.57,State servant,Secondary / secondary special,Single / not married,With parents,-12560,-3013,1,0,1,0,Sales staff,1
5007240,F,N,N,0,70990.61,Commercial associate,Incomplete higher,Separated,House / apartment,-17279,-430,1,0,0,0,Accountants,1
5007241,F,N,Y,0,14940.8,Student,Secondary / secondary special,Married,House / apartment,-20735,-7188,1,1,0,1,Managers,2
5007242,M,N,Y,0,37163.82,Working,Higher education,Married,House / apartment,-21109,-6218,1,1,0,0,High skill tech staff,2
5007243,F,N,N,1,24782.37,Pensioner,Secondary / secondary special,Married,Municipal apartment,-10391,365243,1,0,1,1,Medicine staff,2
5007244,M,Y,N,1,78558.61,Commercial associate,Incomplete higher,Separated,House / apartment,-7733,-5644,1,0,0,1,Drivers,3
5007245,M,Y,N,1,35318.14,Working,Secondary / secondary special,Married,House / apartment,-16407,-2858,1,0,0,0,Laborers,3
5007246,F,N,Y,1,97757.07,Commercial associate,Higher education,Widow,House / apartment,-7464,-6350,1,0,0,0,Laborers,2
5007247,F,Y,Y,0,37146.63,Working,Lower secondary,Married,House / apartment,-11678,-2827,1,1,1,1,Laborers,1
5007248,M,N,N,0,41070.02,Working,Incomplete higher,Married,House / apartment,-7397,-534,1,1,1,0,Sales staff,2
5007249,F,Y,Y,0,35367.94,Working,Secondary / secondary special,Married,House / apartment,-12681,-5969,1,0,0,0,Core staff,2
5007250,F,Y,N,0,68021.09,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17165,-3819,1,1,0,1,Laborers,2
5007251,F,N,Y,0,86487.11,Commercial associate,Lower secondary,Married,Municipal apartment,-22583,-4605,1,0,1,0,Sales staff,1
5007252,M,Y,N,1,77675.51,Working,Academic degree,Married,House / apartment,-10885,-4056,1,0,1,0,Laborers,3
5007253,F,N,Y,0,31756.72,Working,Secondary / secondary special,Married,House / apartment,-18858,-126,1,0,0,0,Sales staff,2
5007254,M,N,Y,0,80171.81,Working,Secondary / secondary special,Separated,House / apartment,-16000,-6876,1,0,0,1,Sales staff,2
5007255,F,N,N,1,32913.71,Working,Secondary / secondary special,Widow,House / apartment,-18808,-7227,1,0,0,0,Laborers,3
5007256,M,N,Y,0,69371.48,Pensioner,Secondary / secondary special,Married,With parents,-13278,365243,1,0,0,0,Drivers,2
5007257,M,Y,Y,0,29638.58,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16166,365243,1,0,0,0,Sales staff,2
5007258,F,N,Y,0,41268.54,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7997,-6965,1,0,1,0,High skill tech staff,1
5007259,M,N,N,0,21431.76,Student,Lower secondary,Single / not married,House / apartment,-19732,-6610,1,0,1,0,Laborers,2
5007260,M,N,N,1,44740.96,State servant,Secondary / secondary special,Married,House / apartment,-11718,-4197,1,1,0,0,Core staff,2
5007261,M,N,Y,0,65814.42,Working,Incomplete higher,Married,House / apartment,-20779,-1251,1,1,0,1,Core staff,2
5007262,F,N,Y,1,56202.22,Working,Incomplete higher,Single / not married,House / apartment,-18268,-2927,1,1,1,0,Laborers,3
5007263,M,N,Y,3,34260.05,Working,Higher education,Married,With parents,-14302,-973,1,0,1,0,Sales staff,5
5007264,F,N,N,0,47499.14,Working,Secondary / secondary special,Married,House / apartment,-14061,-6049,1,0,1,1,nan,2
5007265,M,Y,Y,1,39928.71,Pensioner,Secondary / secondary special,Married,With parents,-14518,365243,1,1,0,0,Laborers,3
5007266,M,Y,Y,0,51566.68,Working,Secondary / secondary special,Separated,House / apartment,-22597,-2346,1,0,0,0,Drivers,1
5007267,M,N,Y,0,76987.58,State servant,Lower secondary,Civil marriage,House / apartment,-10657,-5853,1,1,1,0,Medicine staff,2
5007268,F,Y,Y,0,70508.51,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23249,-4660,1,0,1,0,Accountants,1
5007269,M,Y,N,2,54955.88,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-9080,-2825,1,0,0,0,Core staff,3
5007270,M,Y,Y,1,53885.38,Working,Secondary / secondary special,Married,House / apartment,-19687,-7023,1,0,1,0,Laborers,3
5007271,F,N,Y,1,39277.27,Working,Secondary / secondary special,Single / not married,House / apartment,-6858,-3819,1,0,0,0,Core staff,2
5007272,F,Y,Y,0,61257.85,Commercial associate,Lower secondary,Married,With parents,-21146,-1479,1,0,0,0,Core staff,1
5007273,M,N,N,0,37452.2,Pensioner,Secondary / secondary special,Married,Co-op apartment,-17013,365243,1,0,1,0,Laborers,2
5007274,M,Y,Y,0,23721.54,Pensioner,Higher education,Separated,Municipal apartment,-19655,365243,1,0,1,0,Core staff,2
5007275,F,N,Y,0,86752.29,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23149,-7146,1,1,1,0,Core staff,2
5007276,M,N,Y,0,147321.31,Working,Incomplete higher,Married,House / apartment,-24528,-5589,1,0,0,0,nan,1
5007277,M,N,N,2,62673.85,Working,Secondary / secondary special,Married,House / apartment,-19477,-4887,1,1,0,0,Drivers,4
5007278,F,Y,Y,2,22710.47,State servant,Incomplete higher,Separated,House / apartment,-16251,-1093,1,0,0,1,Drivers,3
5007279,F,N,Y,0,40455.05,Working,Secondary / secondary special,Married,House / apartment,-21560,-6020,1,1,1,0,Medicine staff,1
